ID,Type,SKU,Name,Description,Tax status,In stock?,Regular price,Categories,Tags,Images,Brands
,simple,MT-extreme-tech-rca-plug-solder,EXTREME TECH RCA PLUG SOLDER,"EXTREME TECH RCA PLUG SOLDER is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,0.5,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Jordan",RCA--1-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-splitter-2-way-adapter-ethernet-extender-connector-divider-plug-bla,EXTREME TECH Splitter 2-Way Adapter Ethernet Extender Connector Divider Plug Black,"EXTREME TECH Splitter 2-Way Adapter Ethernet Extender Connector Divider Plug Black is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,2,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Jordan",T-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-ubs-2-0-wireless,EXTREME TECH UBS 2.0 WIRELESS,"EXTREME TECH UBS 2.0 WIRELESS is a camera connectors & adapters from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,6,Surveillance System Hardware > Camera Connectors & Adapters,"Surveillance System Hardware, Camera Connectors & Adapters, EXTREME TECH, Jordan",UBS-1200x1200.png,EXTREME TECH
,simple,1016IPS,EXTREME TECH 10.1inch monitor，HDMI+VGA+BNC,"EXTREME TECH 10.1inch monitor，HDMI+VGA+BNC is a analog displays from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: 1016IPS.",taxable,1,65,Surveillance System Hardware > Displays > Analog Displays,"Surveillance System Hardware, Displays, Analog Displays, EXTREME TECH, 1016IPS, Jordan",10.1inch-monitor%EF%BC%8CHDMI%2BVGA%2BBNC-1200x1200.png,EXTREME TECH
,simple,IPC1800ADHPlus,EXTREME TECH 4K Portable AHD TVI CVI IP and Analog WIFI CCTV Camera Tester with RJ45 Cable (IPC1800ADHPlus),"EXTREME TECH 4K Portable AHD TVI CVI IP and Analog WIFI CCTV Camera Tester with RJ45 Cable (IPC1800ADHPlus) is a camera accessories from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: IPC1800ADHPlus.",taxable,1,195,Surveillance System Hardware > Camera Accessories,"Surveillance System Hardware, Camera Accessories, EXTREME TECH, IPC1800ADHPlus, Cctv, Jordan",IPC1800ADHPlus-1200x1200.png,EXTREME TECH
,simple,5900ACT-PTZ,EXTREME TECH 5inch tester AHD TVI CVI .Support HD coaxial control,"EXTREME TECH 5inch tester AHD TVI CVI .Support HD coaxial control is a camera accessories from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: 5900ACT-PTZ.",taxable,1,81,Surveillance System Hardware > Camera Accessories,"Surveillance System Hardware, Camera Accessories, EXTREME TECH, 5900ACT-PTZ, Jordan",5900ACT-PTZ-1200x1200.png,EXTREME TECH
,simple,700D,EXTREME TECH 7inch monitor，HDMI+VGA+AV,"EXTREME TECH 7inch monitor，HDMI+VGA+AV is a analog displays from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: 700D.",taxable,1,50,Surveillance System Hardware > Displays > Analog Displays,"Surveillance System Hardware, Displays, Analog Displays, EXTREME TECH, 700D, Jordan",7inch-monitor%EF%BC%8CHDMI%2BVGA%2BAV-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-cctv-camera-tester-4-3-inch-4-in-1-hd-surveillance-tester-analog-co,"EXTREME TECH CCTV Camera Tester 4.3 Inch 4 In 1 HD Surveillance Tester Analog, Coaxial AHD TVI CVI, Cable Test/DC12V Output Portable CCTV Tester Full Features CCTV Camera Tester","EXTREME TECH CCTV Camera Tester 4.3 Inch 4 In 1 HD Surveillance Tester Analog, Coaxial AHD TVI CVI, Cable Test/DC12V Output Portable CCTV Tester Full Features CCTV Camera Tester is a camera accessories from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,38,Surveillance System Hardware > Camera Accessories,"Surveillance System Hardware, Camera Accessories, EXTREME TECH, Cctv, Jordan",430BACT-1200x1200.png,EXTREME TECH
,simple,IPC9800ADHSPro,EXTREME TECH IPC-Tester 7inch IP analog AHD CVI TVI SDI HDMI Input/ouput VGA Input (IPC9800ADHSPro),"EXTREME TECH IPC-Tester 7inch IP analog AHD CVI TVI SDI HDMI Input/ouput VGA Input (IPC9800ADHSPro) is a camera accessories from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: IPC9800ADHSPro.",taxable,1,340,Surveillance System Hardware > Camera Accessories,"Surveillance System Hardware, Camera Accessories, EXTREME TECH, IPC9800ADHSPro, Jordan",IPC9800ADHSPro-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-ipc5100plus-cctv-monitor-tester,EXTREME TECH IPC5100Plus CCTV Monitor Tester,"EXTREME TECH IPC5100Plus CCTV Monitor Tester is a camera accessories from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan.",taxable,0,190,Surveillance System Hardware > Camera Accessories,"Surveillance System Hardware, Camera Accessories, EXTREME TECH, Cctv, Jordan",IPC5100Plus-1200x1200.png,EXTREME TECH
,simple,PK-7028,EXTREME TECH Tester PROS KIT 7028,"EXTREME TECH Tester PROS KIT 7028 is a camera accessories from EXTREME TECH suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: PK-7028.",taxable,1,98,Surveillance System Hardware > Camera Accessories,"Surveillance System Hardware, Camera Accessories, EXTREME TECH, PK-7028, Jordan",PROS-KIT-7028-1200x1200.png,EXTREME TECH
,simple,1CH-7-24,EXTREME TECH 1CH-7-24 WIFI SWITCH 1CH,"EXTREME TECH 1CH-7-24 WIFI SWITCH 1CH is a door controllers from EXTREME TECH suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: 1CH-7-24.",taxable,1,12,Access & Attendance Control Hardware > Controllers > Door Controllers,"Access & Attendance Control Hardware, Controllers, Door Controllers, EXTREME TECH, 1CH-7-24, Tenda, Switch, Attendance, Jordan",1CH-7-24-1200x1200.png,EXTREME TECH
,simple,2CH-7-24,EXTREME TECH 2CH-7-24 WIFI SWITCH 2CH,"EXTREME TECH 2CH-7-24 WIFI SWITCH 2CH is a door controllers from EXTREME TECH suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: 2CH-7-24.",taxable,1,18,Access & Attendance Control Hardware > Controllers > Door Controllers,"Access & Attendance Control Hardware, Controllers, Door Controllers, EXTREME TECH, 2CH-7-24, Tenda, Switch, Attendance, Jordan",2CH-1200x1200.png,EXTREME TECH
,simple,DS160,EXTREME TECH DS160 Security Door Controls,"EXTREME TECH DS160 Security Door Controls is a door controllers from EXTREME TECH suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: DS160.",taxable,1,72,Access & Attendance Control Hardware > Controllers > Door Controllers,"Access & Attendance Control Hardware, Controllers, Door Controllers, EXTREME TECH, DS160, Tenda, Attendance, Jordan",DS160-1200x1200.png,EXTREME TECH
,simple,MT-extreme-tech-wi-fi-dual-relay-two-way-power-metering-smart-switch,EXTREME TECH Wi-Fi Dual Relay Two Way Power Metering Smart Switch,"EXTREME TECH Wi-Fi Dual Relay Two Way Power Metering Smart Switch is a door controllers from EXTREME TECH suitable for access control, door security, staff attendance, and building entry management in Jordan.",taxable,0,16,Access & Attendance Control Hardware > Controllers > Door Controllers,"Access & Attendance Control Hardware, Controllers, Door Controllers, EXTREME TECH, Tenda, Switch, Attendance, Jordan",SONNOF-1200x1200.png,EXTREME TECH
,simple,DS-7104HGHI-M1,HIKVISION DS-7104HGHI-M1 4-ch 720p Mini 1U H.265 DVR,"HIKVISION DS-7104HGHI-M1 4-ch 720p Mini 1U H.265 DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7104HGHI-M1.",taxable,1,26,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, DS-7104HGHI-M1, Jordan",DS-7104HGHI-M1-1200x1200.jpg,HIKVISION
,simple,DS-7104HUHI-K1,HIKVISION DS-7104HUHI-K1 4-ch 5 MP Mini 1U H.265 DVR,"HIKVISION DS-7104HUHI-K1 4-ch 5 MP Mini 1U H.265 DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7104HUHI-K1.",taxable,1,65,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, DS-7104HUHI-K1, Jordan",DS-7104HGHI-M1-1200x1200-001.jpg,HIKVISION
,simple,DS-7108HGHI-M1,HIKVISION DS-7108HGHI-M1 8-ch 720p Mini 1U H.265 DVR,"HIKVISION DS-7108HGHI-M1 8-ch 720p Mini 1U H.265 DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7108HGHI-M1.",taxable,1,37,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, DS-7108HGHI-M1, Jordan",DS-7108HGHI-M1-1200x1200.jpg,HIKVISION
,simple,DS-7204HGHI-M1,HIKVISION DS-7204HGHI-M1 4-ch 720p 1U H.265 DVR,"HIKVISION DS-7204HGHI-M1 4-ch 720p 1U H.265 DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7204HGHI-M1.",taxable,1,28,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, DS-7204HGHI-M1, Jordan",DS-7204HGHI-M1--1-1200x1200.jpg,HIKVISION
,simple,DS-7204HTHI-K2(PROMO),HIKVISION DS-7204HTHI-K2 4-ch 4K 1U H.265 DVR,"HIKVISION DS-7204HTHI-K2 4-ch 4K 1U H.265 DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7204HTHI-K2(PROMO).",taxable,1,88,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, DS-7204HTHI-K2(PROMO), Jordan",DS-7204HTHI-K2-(PROMO)-1200x1200.jpg,HIKVISION
,simple,DS-7208HGHI-M1,HIKVISION DS-7208HGHI-M1 8-ch 720p 1U H.265 DVR,"HIKVISION DS-7208HGHI-M1 8-ch 720p 1U H.265 DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7208HGHI-M1.",taxable,1,38,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, DS-7208HGHI-M1, Jordan",DS-7208HGHI-M1-1200x1200.jpg,HIKVISION
,simple,DS-7208HQHI-K1/E,HIKVISION DS-7208HQHI-K1/E 8-ch 1080p 1U H.265 DVR,"HIKVISION DS-7208HQHI-K1/E 8-ch 1080p 1U H.265 DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7208HQHI-K1/E.",taxable,1,68,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, DS-7208HQHI-K1/E, Jordan",DS-7208HQHI-K1-E-1200x1200.jpg,HIKVISION
,simple,DS-7208HTHI-K2,HIKVISION DS-7208HTHI-K2 8-ch 4K 1U H.265 DVR,"HIKVISION DS-7208HTHI-K2 8-ch 4K 1U H.265 DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7208HTHI-K2.",taxable,1,195,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, DS-7208HTHI-K2, Jordan",DS-7204HTHI-K2-(PROMO)-1200x1200-001.jpg,HIKVISION
,simple,DS-7216HGHI-M1,HIKVISION DS-7216HGHI-M1 16-ch 720p 1U H.265 DVR,"HIKVISION DS-7216HGHI-M1 16-ch 720p 1U H.265 DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7216HGHI-M1.",taxable,1,60,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, DS-7216HGHI-M1, Jordan",DS-7216HGHI-M1-1200x1200.jpg,HIKVISION
,simple,DS-E04HGHI-B,HIKVISION DS-E04HGHI-B 4-ch 1080p Lite 1U H.265 eSSD DVR,"HIKVISION DS-E04HGHI-B 4-ch 1080p Lite 1U H.265 eSSD DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-E04HGHI-B.",taxable,1,34,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, DS-E04HGHI-B, Jordan",DS-E04HGHI-B-1200x1200.jpg,HIKVISION
,simple,DS-E04HQHI-B,HIKVISION DS-E04HQHI-B 4-ch 4MP Lite 1U H.265 eSSD DVR,"HIKVISION DS-E04HQHI-B 4-ch 4MP Lite 1U H.265 eSSD DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-E04HQHI-B.",taxable,1,45,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, DS-E04HQHI-B, Jordan",DS-E08HGHI-B-1200x1200.jpg,HIKVISION
,simple,DS-E08HGHI-B,HIKVISION DS-E08HGHI-B 8-ch 1080p Lite 1U H.265 eSSD DVR,"HIKVISION DS-E08HGHI-B 8-ch 1080p Lite 1U H.265 eSSD DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-E08HGHI-B.",taxable,1,44,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, DS-E08HGHI-B, Jordan",DS-E08HGHI-B-1200x1200-001.jpg,HIKVISION
,simple,DS-7104HQHI-M1/S,HIKVISION iDS-7104HQHI-M1/S 4-ch 1080P Mini 1U H.265 AcuSense DVR,"HIKVISION iDS-7104HQHI-M1/S 4-ch 1080P Mini 1U H.265 AcuSense DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7104HQHI-M1/S.",taxable,1,40,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, DS-7104HQHI-M1/S, Jordan",DS-7108HGHI-M1-1200x1200-001.jpg,HIKVISION
,simple,DS-7108HQHI-M1/S,HIKVISION iDS-7108HQHI-M1/S 8-ch 1080P Mini 1U H.265 AcuSense DVR,"HIKVISION iDS-7108HQHI-M1/S 8-ch 1080P Mini 1U H.265 AcuSense DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: DS-7108HQHI-M1/S.",taxable,1,57,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, DS-7108HQHI-M1/S, Jordan",DS-7108HGHI-M1-1200x1200-002.jpg,HIKVISION
,simple,iDS-7116HQHI-M1/S,HIKVISION iDS-7116HQHI-M1/S 16-ch 1080p Mini 1U H.265 AcuSense DVR,"HIKVISION iDS-7116HQHI-M1/S 16-ch 1080p Mini 1U H.265 AcuSense DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: iDS-7116HQHI-M1/S.",taxable,1,115,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, iDS-7116HQHI-M1/S, Jordan",DS-7116HQHI-M1-S-1200x1200.jpg,HIKVISION
,simple,iDS-7204HQHI-M1/FA,HIKVISION iDS-7204HQHI-M1/FA 4-ch 1080p 1U H.265 AcuSense DVR,"HIKVISION iDS-7204HQHI-M1/FA 4-ch 1080p 1U H.265 AcuSense DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: iDS-7204HQHI-M1/FA.",taxable,1,49,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, iDS-7204HQHI-M1/FA, Jordan",DS-7208HGHI-M1-1200x1200-001.jpg,HIKVISION
,simple,iDS-7204HQHI-M1/S,HIKVISION iDS-7204HQHI-M1/S 4-ch 1080p 1U H.265 AcuSense DVR,"HIKVISION iDS-7204HQHI-M1/S 4-ch 1080p 1U H.265 AcuSense DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: iDS-7204HQHI-M1/S.",taxable,1,55,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, iDS-7204HQHI-M1/S, Jordan",IDS-7204HQHI-M1-S-1200x1200.jpg,HIKVISION
,simple,iDS-7204HQHI-M1/XT,HIKVISION iDS-7204HQHI-M1/XT 4-ch 1080p 1U H.265 AcuSense DVR,"HIKVISION iDS-7204HQHI-M1/XT 4-ch 1080p 1U H.265 AcuSense DVR is a dvr from HIKVISION suitable for CCTV, security monitoring, surveillance installations, and commercial security systems in Jordan. Model: iDS-7204HQHI-M1/XT.",taxable,1,53,Surveillance System Hardware > Recording Devices > DVR,"Surveillance System Hardware, Recording Devices, DVR, HIKVISION, iDS-7204HQHI-M1/XT, Jordan",DS-7208HGHI-M1-1200x1200-002.jpg,HIKVISION
